Name,Sector,Address,City,State,Zip,Waste_Tons,Latitude,Longitude,Source_File
"Captain D'S, LLC",Full-Service Restaurants,1926 Needmore Rd,Dayton,OH,45414.0,75.0,39.819071,-84.201188,RestaurantsAndFoodServices.xlsx
Calvin 1llc,Limited-Service Restaurants,2804 Salem Ave,Dayton,OH,45406.0,12.0,39.787791,-84.236533,RestaurantsAndFoodServices.xlsx
Cad Capital LLC,Full-Service Restaurants,1203 Brown St,Dayton,OH,45409.0,66.144,39.741691,-84.182631,RestaurantsAndFoodServices.xlsx
Cad Capital LLC,Full-Service Restaurants,4110 Far Hills Ave,Dayton,OH,45429.0,1.696,39.687794,-84.167159,RestaurantsAndFoodServices.xlsx
Butter Cafe,Full-Service Restaurants,1106 Brown St,Dayton,OH,45409.0,5.200041,39.742907,-84.182351,RestaurantsAndFoodServices.xlsx
Artstreet,Full-Service Restaurants,330 Kiefaber St,Dayton,OH,45409.0,1.91598,39.735425,-84.177826,RestaurantsAndFoodServices.xlsx
Asia Gourmet Inc,Full-Service Restaurants,5518 Burkhardt Rd,Dayton,OH,45431.0,16.96,39.75848,-84.108096,RestaurantsAndFoodServices.xlsx
Aunt Jana's Gourmet Snacks LLC,Mobile Food Services,4613 Webster St,Dayton,OH,45414.0,1.5,39.809442,-84.17972,RestaurantsAndFoodServices.xlsx
Austin Grill LLC,Limited-Service Restaurants,209 Henry St,Dayton,OH,45403.0,15.0,39.756633,-84.171807,RestaurantsAndFoodServices.xlsx
Ella Bella Gluten Free,Baked Goods Stores,4455 Elmshaven Dr,Dayton,OH,45424.0,2.32,39.815604,-84.106086,FoodWholesaleAndRetail.xlsx
Betty J Brown,Caterers,661 Smallwood Rd,Dayton,OH,45417.0,18.656,39.758842,-84.274979,RestaurantsAndFoodServices.xlsx
Esther Price Candies Corporation,Confectionery and Nut Stores,194 Woodman Dr,Dayton,OH,45431.0,2.32,39.76637,-84.123005,FoodWholesaleAndRetail.xlsx
Bison Creamery LLC,Full-Service Restaurants,6510 Stillcrest Way,Dayton,OH,45414.0,28.832,39.841218,-84.238075,RestaurantsAndFoodServices.xlsx
El Mercadito,Supermarkets and Other Grocery (except Convenience) Stores,1908 E 3rd St,Dayton,OH,45403.0,6.96,39.763347,-84.167154,FoodWholesaleAndRetail.xlsx
Boston Stoker Inc,Limited-Service Restaurants,8321 N Main St,Dayton,OH,45415.0,9.0,39.845598,-84.265509,RestaurantsAndFoodServices.xlsx
Brian Romond Snacks LLC,Mobile Food Services,330 Lightbeam Dr,Dayton,OH,45458.0,1.5,39.609873,-84.173008,RestaurantsAndFoodServices.xlsx
Bricky Barrels Smoked Bbq LLC,Full-Service Restaurants,462 Watervliet Ave APT 1,Dayton,OH,45420.0,15.264,39.734517,-84.145187,RestaurantsAndFoodServices.xlsx
Brown Street Skyline Co LLC,Full-Service Restaurants,1153 Brown St,Dayton,OH,45409.0,27.136,39.742097,-84.182627,RestaurantsAndFoodServices.xlsx
Buffalo Wild Wings,Limited-Service Restaurants,7875 Waynetowne Blvd,Dayton,OH,45424.0,10.7696325,39.867743,-84.138994,RestaurantsAndFoodServices.xlsx
"Bob Evans Restaurants, LLC",Full-Service Restaurants,7400 Miller Ln,Dayton,OH,45414.0,118.72,39.854226,-84.190595,RestaurantsAndFoodServices.xlsx
Charlies Deli & Catering,Limited-Service Restaurants,429 Troy St FL 1,Dayton,OH,45404.0,21.0,39.775397,-84.174798,RestaurantsAndFoodServices.xlsx
Tim Hortons Donuts,Baked Goods Stores,5615 Wilmington Pike,Dayton,OH,45459.0,20.88,39.658573,-84.109929,FoodWholesaleAndRetail.xlsx
Tiers of Sugar,Baked Goods Stores,2729 Brahms Blvd,Dayton,OH,45449.0,0.356555,39.664397,-84.217709,FoodWholesaleAndRetail.xlsx
Food Service On Demand LLC,General Line Grocery Merchant Wholesalers,6563 Gander Rd E,Dayton,OH,45424.0,0.0,39.830275,-84.103235,FoodWholesaleAndRetail.xlsx
Moscow International Foods LL,All Other Specialty Food Stores,2106 Troy St,Dayton,OH,45404.0,2.32,39.7928,-84.164018,FoodWholesaleAndRetail.xlsx
"Frito-Lay North America, Inc.",Confectionery Merchant Wholesalers,49 Kelly Ave,Dayton,OH,45404.0,0.0,39.789141,-84.169447,FoodWholesaleAndRetail.xlsx
Miss Riley's Cookies Bouquets,Baked Goods Stores,1095 E David Rd,Dayton,OH,45429.0,0.40449,39.681584,-84.147849,FoodWholesaleAndRetail.xlsx
Michael Dubro,Supermarkets and Other Grocery (except Convenience) Stores,880 Southford Ave,Dayton,OH,45429.0,11.6,39.666807,-84.184698,FoodWholesaleAndRetail.xlsx
Mas Products Inc,Convenience Stores,875 Revere Village CT,Dayton,OH,45458.0,2.32,39.615996,-84.162256,FoodWholesaleAndRetail.xlsx
Ghostlight Coffee Ltd,All Other Specialty Food Stores,1201 Wayne Ave,Dayton,OH,45410.0,37.12,39.750292,-84.175333,FoodWholesaleAndRetail.xlsx
Mark Food Inc,Supermarkets and Other Grocery (except Convenience) Stores,3503 W Siebenthaler Ave,Dayton,OH,45406.0,0.89546,39.798465,-84.24508,FoodWholesaleAndRetail.xlsx
Marcus Food Co.,General Line Grocery Merchant Wholesalers,1015 Laurelwood Rd,Dayton,OH,45409.0,0.0,39.701234,-84.189131,FoodWholesaleAndRetail.xlsx
Malt Products Corporation,Other Grocery and Related Products Merchant Wholesalers,4744 Wolf Creek Pike,Dayton,OH,45417.0,0.0,39.779681,-84.271364,FoodWholesaleAndRetail.xlsx
Lynn Herbal Apothacary,All Other Specialty Food Stores,55 Watervliet Ave,Dayton,OH,45420.0,11.6,39.737823,-84.150682,FoodWholesaleAndRetail.xlsx
Lowen Beverage Distributors LL,Other Grocery and Related Products Merchant Wholesalers,57 Constantia Ave,Dayton,OH,45419.0,0.0,39.732941,-84.162114,FoodWholesaleAndRetail.xlsx
"Lofino's, Inc.",Supermarkets and Other Grocery (except Convenience) Stores,6018 Wilmington Pike,Dayton,OH,45459.0,31.58771,39.652093,-84.108964,FoodWholesaleAndRetail.xlsx
Keeners Bb LLC,Supermarkets and Other Grocery (except Convenience) Stores,2857 Crescent Blvd,Dayton,OH,45409.0,11.6,39.711248,-84.197451,FoodWholesaleAndRetail.xlsx
Karen D Ankrom,Baked Goods Stores,2729 Brahms Blvd,Dayton,OH,45449.0,9.28,39.664397,-84.217709,FoodWholesaleAndRetail.xlsx
Jeng Market International Inc,Supermarkets and Other Grocery (except Convenience) Stores,1465 E Dorothy Ln,Dayton,OH,45429.0,0.5958,39.703968,-84.13934,FoodWholesaleAndRetail.xlsx
Jack K Brunk,Meat Markets,8634 N Dixie Dr,Dayton,OH,45414.0,13.92,39.857264,-84.198663,FoodWholesaleAndRetail.xlsx
"Gordon Food Service, Inc.",Other Grocery and Related Products Merchant Wholesalers,2930 Wilmington Pike,Dayton,OH,45419.0,0.0,39.704523,-84.141112,FoodWholesaleAndRetail.xlsx
"Gordon Food Service, Inc.",Other Grocery and Related Products Merchant Wholesalers,5380 Salem Ave,Dayton,OH,45426.0,0.0,39.822854,-84.290993,FoodWholesaleAndRetail.xlsx
Gracie's Baking,Other Grocery and Related Products Merchant Wholesalers,140 Virginia Ave,Dayton,OH,45410.0,0.0,39.74419,-84.160191,FoodWholesaleAndRetail.xlsx
Grannie Annie's Cookies,Baked Goods Stores,812 Hollendale Dr,Dayton,OH,45429.0,0.188635,39.685725,-84.156455,FoodWholesaleAndRetail.xlsx
Halal Market Inc,Meat Markets,2030 Vienna Pkwy,Dayton,OH,45459.0,6.96,39.647579,-84.205866,FoodWholesaleAndRetail.xlsx
Handy One Food Mart,Supermarkets and Other Grocery (except Convenience) Stores,3105 E Dorothy Ln,Dayton,OH,45420.0,9.28,39.698089,-84.107025,FoodWholesaleAndRetail.xlsx
"Mutt's Sauce, LLC",Other Grocery and Related Products Merchant Wholesalers,4800 Wadsworth Rd,Dayton,OH,45414.0,0.0,39.817605,-84.187088,FoodWholesaleAndRetail.xlsx
Hanguk Asian Market LLC,Supermarkets and Other Grocery (except Convenience) Stores,255 Regency Ridge Dr,Dayton,OH,45459.0,11.6,39.642761,-84.161149,FoodWholesaleAndRetail.xlsx
Hollys Home Cooking,All Other Specialty Food Stores,1674 S Elm St,Dayton,OH,45449.0,6.96,39.647798,-84.23824,FoodWholesaleAndRetail.xlsx
Honey Do Homecare,Other Grocery and Related Products Merchant Wholesalers,2003 Randy Scott Dr,Dayton,OH,45449.0,0.0,39.645669,-84.235046,FoodWholesaleAndRetail.xlsx
International Foods,Supermarkets and Other Grocery (except Convenience) Stores,4770 Airway Rd,Dayton,OH,45431.0,2.0,39.76745,-84.126559,FoodWholesaleAndRetail.xlsx
"International Molasses Corporation, Ltd.",Other Grocery and Related Products Merchant Wholesalers,4744 Wolf Creek Pike,Dayton,OH,45417.0,0.0,39.779681,-84.271364,FoodWholesaleAndRetail.xlsx
Intl. Grocery,Supermarkets and Other Grocery (except Convenience) Stores,1009 Wayne Ave,Dayton,OH,45410.0,11.6,39.75132,-84.176592,FoodWholesaleAndRetail.xlsx
"Ivet, L.L.C.",Other Grocery and Related Products Merchant Wholesalers,7660 McEwen Rd,Dayton,OH,45459.0,0.0,39.634131,-84.186047,FoodWholesaleAndRetail.xlsx
Hgh Incorporated,Convenience Stores,2751 Mmsburg Cntrville Rd,Dayton,OH,45459.0,3.305765,39.773777,-84.140339,FoodWholesaleAndRetail.xlsx
Tim Hortons,Baked Goods Stores,1975 Harshman Rd,Dayton,OH,45424.0,4.64,39.796841,-84.129625,FoodWholesaleAndRetail.xlsx
My Favorite Muffin & Bagel LLC,Baked Goods Stores,175 E Alex Bell Rd # 216,Dayton,OH,45459.0,6.69066,39.643709,-84.158749,FoodWholesaleAndRetail.xlsx
No Name Cowboy Artisan Beef,Meat and Meat Product Merchant Wholesalers,549 Mmsburg Cnterville Rd,Dayton,OH,45459.0,0.0,39.773777,-84.140339,FoodWholesaleAndRetail.xlsx
Third and Decker Market,Supermarkets and Other Grocery (except Convenience) Stores,3700 W 3rd St,Dayton,OH,45417.0,0.49971,39.749917,-84.248265,FoodWholesaleAndRetail.xlsx
The Superette,Convenience Stores,200 Burkhardt Ave,Dayton,OH,45403.0,4.64,39.761045,-84.152378,FoodWholesaleAndRetail.xlsx
The Oil Bar LLC,Other Grocery and Related Products Merchant Wholesalers,2700 Mmsburg Cntrville Rd,Dayton,OH,45459.0,0.0,39.773777,-84.140339,FoodWholesaleAndRetail.xlsx
The Dream,Baked Goods Stores,5225 Wood Creek Rd APT A,Dayton,OH,45426.0,0.273265,39.82266,-84.282507,FoodWholesaleAndRetail.xlsx
Expressly Espresso Inc,Other Grocery and Related Products Merchant Wholesalers,1989 W Alex Bell Rd APT 2,Dayton,OH,45459.0,0.0,39.641614,-84.123004,FoodWholesaleAndRetail.xlsx
Food For Thought,Supermarkets and Other Grocery (except Convenience) Stores,1370 Penbrooke Trl,Dayton,OH,45459.0,6.96,39.639793,-84.193568,FoodWholesaleAndRetail.xlsx
"Target Stores, Inc.",Department Stores,4341 Feedwire Rd,Dayton,OH,45440.0,100.0,39.658847,-84.104779,FoodWholesaleAndRetail.xlsx
"Target Stores, Inc.",Department Stores,5700 Executive Blvd,Dayton,OH,45424.0,50.0,39.870786,-84.133388,FoodWholesaleAndRetail.xlsx
"Target Stores, Inc.",Department Stores,2300 Mmsburg Cntrville Rd,Dayton,OH,45459.0,2.5,39.773777,-84.140339,FoodWholesaleAndRetail.xlsx
Sweet Sensations Gourmet Chocolates LLC,Other Grocery and Related Products Merchant Wholesalers,2700 Miamisburg Centervil,Dayton,OH,45459.0,0.0,39.633127,-84.217683,FoodWholesaleAndRetail.xlsx
Suzys Sweets LLC,Confectionery and Nut Stores,8840 Windbluff Pt,Dayton,OH,45458.0,9.28,39.615145,-84.120608,FoodWholesaleAndRetail.xlsx
Splash Tasting Room,Other Grocery and Related Products Merchant Wholesalers,8268 N Main St,Dayton,OH,45415.0,0.0,39.845386,-84.263732,FoodWholesaleAndRetail.xlsx
Spice Market LLC,Supermarkets and Other Grocery (except Convenience) Stores,1617 Lynnfield Dr,Dayton,OH,45429.0,6.96,39.68576,-84.137824,FoodWholesaleAndRetail.xlsx
Smithville Market,Supermarkets and Other Grocery (except Convenience) Stores,5 S Smithville Rd,Dayton,OH,45431.0,4.64,39.765048,-84.138095,FoodWholesaleAndRetail.xlsx
Sky Zone,Baked Goods Stores,976 Senate Dr,Dayton,OH,45459.0,9.28,39.634852,-84.185287,FoodWholesaleAndRetail.xlsx
Sinfully Gluten-Free,Baked Goods Stores,9146 Dayton Lebanon Pike,Dayton,OH,45458.0,0.58997,39.611469,-84.15943,FoodWholesaleAndRetail.xlsx
"Sam's West, Inc.",Warehouse Clubs and Supercenters,6955 Miller Ln,Dayton,OH,45414.0,75.0,39.847734,-84.195349,FoodWholesaleAndRetail.xlsx
North Main Super Duper,Supermarkets and Other Grocery (except Convenience) Stores,2454 N Gettysburg Ave,Dayton,OH,45406.0,4.266115,39.789821,-84.253331,FoodWholesaleAndRetail.xlsx
One Stop,Convenience Stores,911 Huffman Ave,Dayton,OH,45403.0,0.909405,39.758582,-84.152572,FoodWholesaleAndRetail.xlsx
PA & Jjs Fruity Smiles Inc,All Other Specialty Food Stores,2665 S Dixie Dr,Dayton,OH,45409.0,18.56,39.714212,-84.19986,FoodWholesaleAndRetail.xlsx
"Peanut's Hickory Smoked Barbecue, Llc.",All Other Specialty Food Stores,6196 Forestdale Ave # 111,Dayton,OH,45417.0,0.86513,39.758545,-84.295838,FoodWholesaleAndRetail.xlsx
Peoples Choice Market Inc,Supermarkets and Other Grocery (except Convenience) Stores,4675 Hoover Ave,Dayton,OH,45417.0,6.96,39.761629,-84.265903,FoodWholesaleAndRetail.xlsx
"Perfection Bakeries, Inc.",Baked Goods Stores,3899 N Dixie Dr Ste Y,Dayton,OH,45414.0,46.4,39.801083,-84.194979,FoodWholesaleAndRetail.xlsx
Nabali Food Inc,Supermarkets and Other Grocery (except Convenience) Stores,2288 N Gettysburg Ave,Dayton,OH,45406.0,34.8,39.785813,-84.253397,FoodWholesaleAndRetail.xlsx
"Performance Foods, Inc.",All Other Specialty Food Stores,190 Old Salem Rd,Dayton,OH,45415.0,9.28,39.846596,-84.272122,FoodWholesaleAndRetail.xlsx
"Produce One, Inc.",Fresh Fruit and Vegetable Merchant Wholesalers,904 Woodley Rd,Dayton,OH,45403.0,0.0,39.771495,-84.148694,FoodWholesaleAndRetail.xlsx
Psvs LLC,Other Grocery and Related Products Merchant Wholesalers,12 Hamilton Ave,Dayton,OH,45403.0,0.0,39.75934,-84.167084,FoodWholesaleAndRetail.xlsx
"Raser, Maher",Convenience Stores,4567 Germantown Pike,Dayton,OH,45417.0,1.087595,39.725129,-84.266666,FoodWholesaleAndRetail.xlsx
Red Headed Sauce Company,Other Grocery and Related Products Merchant Wholesalers,4825 Bonnie Rd,Dayton,OH,45440.0,0.0,39.67416,-84.112794,FoodWholesaleAndRetail.xlsx
Salfa Food Inc,Supermarkets and Other Grocery (except Convenience) Stores,2010 N Main St,Dayton,OH,45405.0,30.16,39.782499,-84.20849,FoodWholesaleAndRetail.xlsx
"Sam's West, Inc.",Warehouse Clubs and Supercenters,1111 Mmsbrg Cnterville Rd,Dayton,OH,45459.0,75.0,39.773308,-84.141602,FoodWholesaleAndRetail.xlsx
Presto America S Favorite Food,Supermarkets and Other Grocery (except Convenience) Stores,1522 Manchester Rd,Dayton,OH,45449.0,13.92,39.68129,-84.226748,FoodWholesaleAndRetail.xlsx
"Charlies Import Foods, Inc",Limited-Service Restaurants,429 Troy St,Dayton,OH,45404.0,21.0,39.775397,-84.174798,RestaurantsAndFoodServices.xlsx
Cheeky Meat Pies,Full-Service Restaurants,1376 Harvard Blvd,Dayton,OH,45406.0,23.744,39.776181,-84.220466,RestaurantsAndFoodServices.xlsx
Chiapas Mexico Grill,Limited-Service Restaurants,6019 Springboro Pike,Dayton,OH,45449.0,7.5,39.666284,-84.222941,RestaurantsAndFoodServices.xlsx
Jk & Ik Inc,Full-Service Restaurants,1082 Brown St,Dayton,OH,45409.0,18.15,39.743335,-84.182365,RestaurantsAndFoodServices.xlsx
Jj Fish Chicken,Limited-Service Restaurants,1926 Needmore Rd,Dayton,OH,45414.0,84.8,39.819071,-84.201188,RestaurantsAndFoodServices.xlsx
Jimmy's Italian Kitchen,Full-Service Restaurants,3002 Woodman Dr,Dayton,OH,45420.0,0.957528,39.701871,-84.123009,RestaurantsAndFoodServices.xlsx
Jimmy Johns Gourmet,Limited-Service Restaurants,2325 Mmsburg Cntrville Rd,Dayton,OH,45459.0,30.0,39.773777,-84.140339,RestaurantsAndFoodServices.xlsx
Jabez Ventures Inc,Limited-Service Restaurants,6639 Helwig Dr,Dayton,OH,45424.0,33.0,39.849975,-84.121078,RestaurantsAndFoodServices.xlsx
J Thomas & Co Inc,Full-Service Restaurants,7800 Brandt Pike,Dayton,OH,45424.0,8.216175,39.865786,-84.10097,RestaurantsAndFoodServices.xlsx
J Pelfrey & Assoc LLC,Full-Service Restaurants,3976 Salem Ave,Dayton,OH,45406.0,23.744,39.800129,-84.25413,RestaurantsAndFoodServices.xlsx
J D Legends Restaurant,Limited-Service Restaurants,1171 Red Ash CT,Dayton,OH,45458.0,13.5,39.586129,-84.146551,RestaurantsAndFoodServices.xlsx
J and J Fish,Full-Service Restaurants,4633 N Main St,Dayton,OH,45405.0,23.744,39.809264,-84.225277,RestaurantsAndFoodServices.xlsx
J & J Service Co Inc,Limited-Service Restaurants,73 W Whipp Rd,Dayton,OH,45459.0,12.0,39.659314,-84.163813,RestaurantsAndFoodServices.xlsx
Indian Chaat Cafe,Full-Service Restaurants,984 Mmsburg Cnterville Rd,Dayton,OH,45459.0,20.352,39.773777,-84.140339,RestaurantsAndFoodServices.xlsx
Illy's Pizza LLC,Limited-Service Restaurants,3226 Garvin Rd,Dayton,OH,45405.0,1.5,39.802016,-84.240717,RestaurantsAndFoodServices.xlsx
Htebylime LLC,Full-Service Restaurants,1727 Woodman Dr,Dayton,OH,45420.0,13.568,39.73039,-84.122546,RestaurantsAndFoodServices.xlsx
"Hot Head Franchising, LLC",Full-Service Restaurants,2795 Culver Ave,Dayton,OH,45429.0,11.872,39.705912,-84.13389,RestaurantsAndFoodServices.xlsx
Hot Head Burritos,Full-Service Restaurants,1113 Brown St,Dayton,OH,45409.0,44.096,39.743339,-84.18283,RestaurantsAndFoodServices.xlsx
Hot Head Burritos,Full-Service Restaurants,9046 Dayton Lebanon Pike,Dayton,OH,45458.0,49.184,39.612724,-84.159758,RestaurantsAndFoodServices.xlsx
Hot Head Burritos,Full-Service Restaurants,5662 Springboro Pike,Dayton,OH,45449.0,49.184,39.67662,-84.22025,RestaurantsAndFoodServices.xlsx
Front Row Bar and Grille LLC,Limited-Service Restaurants,2412 Catalpa Dr,Dayton,OH,45406.0,10.5,39.791531,-84.225523,RestaurantsAndFoodServices.xlsx
"Fusian, Inc",Full-Service Restaurants,1024 Mmsburg Cntrville Rd,Dayton,OH,45459.0,11.872,39.773777,-84.140339,RestaurantsAndFoodServices.xlsx
Gc Restaurants LLC,Full-Service Restaurants,1438 N Keowee St,Dayton,OH,45404.0,11.872,39.784216,-84.188681,RestaurantsAndFoodServices.xlsx
Gold Star Chili,Limited-Service Restaurants,3034 Harshman Rd,Dayton,OH,45424.0,8.2843365,39.815974,-84.129373,RestaurantsAndFoodServices.xlsx
Golden Nuggett Pancake House Inc,Full-Service Restaurants,2932 S Dixie Dr,Dayton,OH,45409.0,41.421699,39.709286,-84.200483,RestaurantsAndFoodServices.xlsx
Gyro Delights LLC,Full-Service Restaurants,6008 Wilmington Pike,Dayton,OH,45459.0,13.568,39.652094,-84.109119,RestaurantsAndFoodServices.xlsx
Joe Bailey,Mobile Food Services,7400 Pine Frost Dr,Dayton,OH,45459.0,6.0,39.636655,-84.121718,RestaurantsAndFoodServices.xlsx
Hana Sushi,Full-Service Restaurants,1501 Lyons Rd,Dayton,OH,45458.0,23.744,39.626331,-84.198256,RestaurantsAndFoodServices.xlsx
Hoagies Pizza House Inc,Limited-Service Restaurants,6128 N Dixie Dr,Dayton,OH,45414.0,5.2647375,39.825645,-84.197916,RestaurantsAndFoodServices.xlsx
Hohla & Wyss Enterprises LLC,Limited-Service Restaurants,2325 Mmsburg Cntrville Rd,Dayton,OH,45459.0,30.0,39.773777,-84.140339,RestaurantsAndFoodServices.xlsx
Hohla & Wyss Enterprises LLC,Limited-Service Restaurants,6252 Wilmington Pike A1,Dayton,OH,45459.0,27.0,39.646498,-84.110186,RestaurantsAndFoodServices.xlsx
Columbus Lofino's Foods Inc,Supermarkets and Other Grocery (except Convenience) Stores,6018 Wilmington Pike,Dayton,OH,45459.0,41.861395,39.652093,-84.108964,FoodWholesaleAndRetail.xlsx
Hoover Wireless,Full-Service Restaurants,1135 N Gettysburg Ave,Dayton,OH,45417.0,11.872,39.761267,-84.253847,RestaurantsAndFoodServices.xlsx
Hot Head Burritos,Full-Service Restaurants,3195 Dayton Xenia Rd # 850,Dayton,OH,45434.0,18.656,39.726257,-84.056372,RestaurantsAndFoodServices.xlsx
History of The Root Beer Stande,Limited-Service Restaurants,1727 Woodman Dr,Dayton,OH,45420.0,12.0,39.73039,-84.122546,RestaurantsAndFoodServices.xlsx
Fried Family Partner,Limited-Service Restaurants,5813 Lynnaway Dr,Dayton,OH,45415.0,21.0,39.831616,-84.247818,RestaurantsAndFoodServices.xlsx
Joe's Pizzeria Inc,Limited-Service Restaurants,4313 Airway Rd,Dayton,OH,45431.0,15.345,39.765658,-84.137,RestaurantsAndFoodServices.xlsx
Kanwal Inc,Full-Service Restaurants,3063 Woodman Dr,Dayton,OH,45420.0,4.949901,39.701129,-84.124634,RestaurantsAndFoodServices.xlsx
McDonalds Corp,Limited-Service Restaurants,7680 Brandt Pike,Dayton,OH,45424.0,64.5,39.863034,-84.098146,RestaurantsAndFoodServices.xlsx
McDonald's,Limited-Service Restaurants,6567 Highbury Rd,Dayton,OH,45424.0,24.0,39.860419,-84.119736,RestaurantsAndFoodServices.xlsx
McDonald & Mcdonald,Limited-Service Restaurants,125 Davis Rd,Dayton,OH,45459.0,9.0,39.630795,-84.163847,RestaurantsAndFoodServices.xlsx
McAllisters Deli,Limited-Service Restaurants,2008 Mmsburg Cntrville Rd,Dayton,OH,45459.0,15.0,39.771763,-84.128511,RestaurantsAndFoodServices.xlsx
Marla Davis,Limited-Service Restaurants,5301 Cornerstone N Blvd,Dayton,OH,45440.0,9.1127685,39.6623,-84.108058,RestaurantsAndFoodServices.xlsx
"Marene, Incorporated",Limited-Service Restaurants,711 Shroyer Rd,Dayton,OH,45419.0,93.951528,39.724344,-84.161062,RestaurantsAndFoodServices.xlsx
"Marene, Inc.",Limited-Service Restaurants,8991 Kingsridge Dr,Dayton,OH,45458.0,21.0,39.630825,-84.224569,RestaurantsAndFoodServices.xlsx
"Marene, Inc.",Limited-Service Restaurants,3443 N Dixie Dr,Dayton,OH,45414.0,4.5,39.797209,-84.193551,RestaurantsAndFoodServices.xlsx
Marcos Pizza 128,Limited-Service Restaurants,1030 Patterson Rd,Dayton,OH,45420.0,12.426513,39.722884,-84.150485,RestaurantsAndFoodServices.xlsx
Maddie Dogs & Catering,Limited-Service Restaurants,7926 Normandy Ln,Dayton,OH,45459.0,0.7279635,39.629098,-84.167932,RestaurantsAndFoodServices.xlsx
Carry Noble's Out,Convenience Stores,1528 Oakridge Dr,Dayton,OH,45417.0,18.56,39.758108,-84.231475,FoodWholesaleAndRetail.xlsx
Luckys Cafe,"Cafeterias, Grill Buffets, and Buffets",3870 N Dixie Dr,Dayton,OH,45414.0,18.656,39.79774,-84.192688,RestaurantsAndFoodServices.xlsx
Chamberlain Tomato Co,Fruit and Vegetable Markets,1526 N Gettysburg Ave,Dayton,OH,45417.0,1.045275,39.76839,-84.253147,FoodWholesaleAndRetail.xlsx
Lone Star Steakhouse & Saloon,Full-Service Restaurants,6868 Miller Ln,Dayton,OH,45414.0,20.352,39.846908,-84.19086,RestaurantsAndFoodServices.xlsx
Little Caesars Pizza,Limited-Service Restaurants,930 E Dorothy Ln,Dayton,OH,45419.0,22.5,39.703306,-84.151312,RestaurantsAndFoodServices.xlsx
Circle K,Convenience Stores,727 Shroyer Rd,Dayton,OH,45419.0,16.24,39.723819,-84.16116,FoodWholesaleAndRetail.xlsx
Leo Bistro,Full-Service Restaurants,456 Belmonte Park N,Dayton,OH,45405.0,28.832,39.765937,-84.202487,RestaurantsAndFoodServices.xlsx
Kate's Plate,Caterers,914 Senate Dr,Dayton,OH,45459.0,11.872,39.634659,-84.183101,RestaurantsAndFoodServices.xlsx
Kevin Kinsley,Limited-Service Restaurants,834 Huffman Ave,Dayton,OH,45403.0,19.5,39.758337,-84.153388,RestaurantsAndFoodServices.xlsx
Kevin Weaver,Limited-Service Restaurants,3339 Benchwood Rd,Dayton,OH,45414.0,48.0,39.842106,-84.194002,RestaurantsAndFoodServices.xlsx
Kh Empire,Full-Service Restaurants,4049 Brookdale Dr,Dayton,OH,45429.0,13.568,39.689478,-84.187038,RestaurantsAndFoodServices.xlsx
King of The Sandwich LLC,Limited-Service Restaurants,1025 Bertram Ave,Dayton,OH,45406.0,0.4531395,39.790284,-84.233076,RestaurantsAndFoodServices.xlsx
King Point Pub,Limited-Service Restaurants,4660 Wilmington Pike,Dayton,OH,45440.0,15.0,39.676521,-84.116849,RestaurantsAndFoodServices.xlsx
Johnny S Pizzeria,Limited-Service Restaurants,57 W Franklin St,Dayton,OH,45459.0,7.5,39.62846,-84.1611,RestaurantsAndFoodServices.xlsx
King Smoothie,Limited-Service Restaurants,2321 Mmsburg Cntrville Rd,Dayton,OH,45459.0,1.5,39.773777,-84.140339,RestaurantsAndFoodServices.xlsx
La Fiesta Mexician Rest,Full-Service Restaurants,8331 N Main St,Dayton,OH,45415.0,25.44,39.846325,-84.266313,RestaurantsAndFoodServices.xlsx
The American Bottling Company,Soft Drink Manufacturing,3131 Transportation Rd,Dayton,OH,45404.0,0.0,39.800512,-84.133351,FoodManufacturersAndProcessors.xlsx
La Rosa's Pizzeria,Limited-Service Restaurants,2801 Wilmington Pike,Dayton,OH,45419.0,15.0,39.706157,-84.142882,RestaurantsAndFoodServices.xlsx
Lapinata Restaurant,Full-Service Restaurants,9505 Dayton Lebanon Pike,Dayton,OH,45458.0,8.2843365,39.605653,-84.161454,RestaurantsAndFoodServices.xlsx
Le Kayla,Limited-Service Restaurants,6244 Wilmington Pike,Dayton,OH,45459.0,18.0,39.647531,-84.108163,RestaurantsAndFoodServices.xlsx
Legends Grill At Madden G C,Limited-Service Restaurants,2100 Nicholas Rd,Dayton,OH,45417.0,27.0,39.731033,-84.229839,RestaurantsAndFoodServices.xlsx
Kohler Foods Inc,Caterers,4572 Presidential Way,Dayton,OH,45429.0,84.8,39.677382,-84.140497,RestaurantsAndFoodServices.xlsx
Fresco,Full-Service Restaurants,810 Kelsey CT,Dayton,OH,45458.0,16.96,39.618628,-84.143626,RestaurantsAndFoodServices.xlsx
Fresco,Caterers,3141 Far Hills Ave,Dayton,OH,45429.0,16.96,39.702102,-84.171455,RestaurantsAndFoodServices.xlsx
Convenient Solutions LLC,Convenience Stores,1604 Forrer Blvd,Dayton,OH,45420.0,13.92,39.715614,-84.136352,FoodWholesaleAndRetail.xlsx
Debbie's Restaurant,Full-Service Restaurants,2620 Valley Pike,Dayton,OH,45404.0,28.832,39.794296,-84.135076,RestaurantsAndFoodServices.xlsx
Dayton Public School District,Limited-Service Restaurants,125 Heid Ave,Dayton,OH,45404.0,75.0,39.796425,-84.167283,RestaurantsAndFoodServices.xlsx
