Name,Sector,Address,City,State,Zip,Waste_Tons,Latitude,Longitude,Source_File
ENGLEWOOD HILLS ELEMENTARY SCHOOL,Public Elementary & Secondary,508 Durst Dr,Englewood,OH ,45322.0,23.9693,39.8596,-84.3048,EducationalInstitutions.xlsx
ENON PRIMARY SCHOOL,Public Elementary & Secondary,120 S Xenia Dr,Enon,OH ,45323.0,11.30225,39.8775,-83.9368,EducationalInstitutions.xlsx
ETHEL M. TAYLOR ACADEMY,Public Elementary & Secondary,1930 Fricke Road,Cincinnati,OH ,45225.0,24.01195,39.147514,-84.551781,EducationalInstitutions.xlsx
EVANSTON ACADEMY,Public Elementary & Secondary,1835 Fairfax Ave,Cincinnati,OH ,45207.0,24.01195,39.134512,-84.470367,EducationalInstitutions.xlsx
EVENDALE ELEMENTARY SCHOOL,Public Elementary & Secondary,3940 Glendale Milford Rd,Cincinnati,OH ,45241.0,16.207,39.2543,-84.4009,EducationalInstitutions.xlsx
EVERTON ELEMENTARY SCHOOL,Public Elementary & Secondary,2440 E Everton Rd,Connersville,IN ,47331.0,24.01195,39.5631,-85.0938,EducationalInstitutions.xlsx
EXCEL CENTER - RICHMOND,Public Elementary & Secondary,1215 S 'J' St,Richmond,IN ,47374.0,1.9619,39.814857,-84.8891,EducationalInstitutions.xlsx
FAIRBANKS ELEMENTARY SCHOOL,Public Elementary & Secondary,11140 State Route 38,Milford Center,OH ,43045.0,16.24965,40.1752,-83.4324,EducationalInstitutions.xlsx
FAIRBORN DIGITAL ACADEMY,Public Elementary & Secondary,700 Black Ln,Fairborn,OH ,45324.0,1.9619,39.832421,-83.987093,EducationalInstitutions.xlsx
FAIRBORN HIGH SCHOOL,Public Elementary & Secondary,900 E Dayton Yellow Springs Rd,Fairborn,OH ,45324.0,1.9619,39.7846,-84.0051,EducationalInstitutions.xlsx
FAIRBORN INTERMEDIATE SCHOOL,Public Elementary & Secondary,25 Dellwood Dr,Fairborn,OH ,45324.0,16.24965,39.8095,-84.0165,EducationalInstitutions.xlsx
FAIRBORN PRESCHOOL & DAYCARE CENTER,Private Elementary & Secondary,100 N BROAD ST,FAIRBORN,OH ,45324.0,0.3838499999999999,39.823731,-84.027348,EducationalInstitutions.xlsx
FAIRBORN PRIMARY SCHOOL,Public Elementary & Secondary,4 W Dayton Yellow Springs Rd,Fairborn,OH ,45324.0,12.15525,39.791,-84.0251,EducationalInstitutions.xlsx
FAIRBROOK ELEMENTARY SCHOOL,Public Elementary & Secondary,260 N Fairfield Rd,Beavercreek,OH ,45430.0,16.24965,39.6987,-84.0648,EducationalInstitutions.xlsx
FAIRFIELD CENTRAL ELEMENTARY SCHOOL,Public Elementary & Secondary,5054 Dixie Hwy,Fairfield,OH ,45014.0,16.24965,39.341,-84.5346,EducationalInstitutions.xlsx
FAIRFIELD CHRISTIAN SCHOOL,Private Elementary & Secondary,2470 PRINCETON RD,HAMILTON,OH ,45011.0,1.2795,39.3919601844,-84.5254426697,EducationalInstitutions.xlsx
FAIRFIELD COMPASS ELEMENTARY,Public Elementary & Secondary,8801 Holden Blvd,Fairfield,OH ,45014.0,16.24965,39.335148,-84.514858,EducationalInstitutions.xlsx
FAIRFIELD EAST ELEMENTARY SCHOOL,Public Elementary & Secondary,6711 Morris Rd,Hamilton,OH ,45011.0,16.24965,39.3877,-84.4978,EducationalInstitutions.xlsx
FAIRFIELD EDUCATIONAL BULDING,Private Elementary & Secondary,1748 HAPPY VALLEY DR,FAIRFIELD,OH ,45014.0,0.89565,39.3148462517,-84.5600071275,EducationalInstitutions.xlsx
FAIRFIELD FRESHMAN HIGH SCHOOL,Public Elementary & Secondary,8790 N Gilmore Rd,Fairfield,OH ,45014.0,,39.338214,-84.519545,EducationalInstitutions.xlsx
FAIRFIELD HIGH SCHOOL,Public Elementary & Secondary,8800 Holden Blvd,Fairfield,OH ,45014.0,2.00455,39.3367,-84.5182,EducationalInstitutions.xlsx
FAIRFIELD LOCAL ELEMENTARY SCHOOL,Public Elementary & Secondary,11611 State Route 771,Leesburg,OH ,45135.0,16.24965,39.3291,-83.547,EducationalInstitutions.xlsx
FAIRFIELD LOCAL HIGH SCHOOL,Public Elementary & Secondary,11611 State Route 771,Leesburg,OH ,45135.0,2.00455,39.3291,-83.546,EducationalInstitutions.xlsx
FAIRFIELD LOCAL MIDDLE SCHOOL,Public Elementary & Secondary,11611 State Route 771,Leesburg,OH ,45135.0,31.51835,39.3283,-83.5462,EducationalInstitutions.xlsx
FAIRFIELD NORTH ELEMENTARY SCHOOL,Public Elementary & Secondary,6116 Morris Rd,Hamilton,OH ,45011.0,16.24965,39.4033,-84.4939,EducationalInstitutions.xlsx
FAIRFIELD SOUTH ELEMENTARY SCHOOL,Public Elementary & Secondary,5460 Bibury Rd,Fairfield,OH ,45014.0,16.24965,39.3308,-84.5543,EducationalInstitutions.xlsx
FAIRFIELD WEST ELEMENTARY SCHOOL,Public Elementary & Secondary,4700 River Rd,Fairfield,OH ,45014.0,16.24965,39.348,-84.5666,EducationalInstitutions.xlsx
FAIRLAWN ELEMENTARY SCHOOL,Public Elementary & Secondary,18800 Johnston Rd,Sidney,OH ,45365.0,16.24965,40.266,-84.075,EducationalInstitutions.xlsx
FAIRLAWN HIGH SCHOOL,Public Elementary & Secondary,18800 Johnston Rd,Sidney,OH ,45365.0,2.00455,40.2661,-84.075,EducationalInstitutions.xlsx
FAIRVIEW ELEMENTARY SCHOOL,Public Elementary & Secondary,60 NW 'L' St,Richmond,IN ,47374.0,12.922949999999998,39.8448,-84.8995,EducationalInstitutions.xlsx
FAIRVIEW ELEMENTARY SCHOOL,Public Elementary & Secondary,2314 Elsmere Ave,Dayton,OH ,45406.0,24.01195,39.7903,-84.2294,EducationalInstitutions.xlsx
FAIRVIEW-CLIFTON GERMAN LANGUAGE SCHOOL,Public Elementary & Secondary,3689 Clifton Ave,Cincinnati,OH ,45220.0,24.054599999999997,39.149593,-84.519622,EducationalInstitutions.xlsx
FAIRWOOD ELEMENTARY SCHOOL,Public Elementary & Secondary,281 Fair Avenue,Hamilton,OH ,45011.0,24.054599999999997,39.3967,-84.5426,EducationalInstitutions.xlsx
FARMVIEW MONTESSORI GARDEN,Private Elementary & Secondary,3501 TYLERSVILLE RD,HAMILTON,OH ,45011.0,0.1279499999999999,39.361869,-84.503241,EducationalInstitutions.xlsx
FAYETTE CHRISTIAN SCHOOL,Private Elementary & Secondary,1315 DAYTON AVE NW,WASHINGTON COURT HOUSE,OH ,43160.0,4.05175,39.540078,-83.4608745,EducationalInstitutions.xlsx
FAYETTEVILLE-PERRY ELEMENTARY SCHOOL,Public Elementary & Secondary,601 S Apple St,Fayetteville,OH ,45118.0,16.2923,39.18205,-83.93192,EducationalInstitutions.xlsx
FAYETTEVILLE-PERRY HIGH SCHOOL,Public Elementary & Secondary,501 S Apple St,Fayetteville,OH ,45118.0,2.0471999999999997,39.1834,-83.9306,EducationalInstitutions.xlsx
FAYETTEVILLE-PERRY MIDDLE SCHOOL,Public Elementary & Secondary,521 S Apple St,Fayetteville,OH ,45118.0,31.561,39.1834,-83.9306,EducationalInstitutions.xlsx
FERGUSON HALL FRESHMAN SCHOOL,Public Elementary & Secondary,2680 Dayton Xenia Rd,Beavercreek,OH ,45434.0,76.89795,39.723298,-84.03367,EducationalInstitutions.xlsx
FINNEYTOWN SECONDARY CAMPUS,Public Elementary & Secondary,8916 Fontainebleau Ter,Cincinnati,OH ,45231.0,2.08985,39.229,-84.5165,EducationalInstitutions.xlsx
FIRST BAPTIST CHURCH WEE SCHOOL,Private Elementary & Secondary,1167 HIGHVIEW DR,FAIRBORN,OH ,45324.0,0.3412,39.835188,-84.0154995,EducationalInstitutions.xlsx
FIRST SCHOOL,Private Elementary & Secondary,7659 MCEWEN RD,DAYTON,OH ,45459.0,0.29855,39.6340676184,-84.1877770886,EducationalInstitutions.xlsx
FIVE POINTS,Public Elementary & Secondary,650 E Lytle 5 Points Rd,Centerville,OH ,45458.0,16.33495,39.5695,-84.1796,EducationalInstitutions.xlsx
FOREST ELEMENTARY SCHOOL,Public Elementary & Secondary,413 E Canal St,Troy,OH ,45373.0,16.377599999999997,40.0359,-84.2,EducationalInstitutions.xlsx
FORT LORAMIE ELEMENTARY SCHOOL,Public Elementary & Secondary,35 Elm St,Fort Loramie,OH ,45845.0,24.09725,40.3515,-84.3694,EducationalInstitutions.xlsx
FORT LORAMIE JUNIOR-SENIOR HIGH SCHOOL,Public Elementary & Secondary,600 East Park St,Fort Loramie,OH ,45845.0,2.2177999999999995,40.3448,-84.3624,EducationalInstitutions.xlsx
Fortis College-Centerville,Postsecondary,555 E Alex Bell Rd,Centerville,OH,45459.0,194.92459999999997,39.644364,-84.146046,EducationalInstitutions.xlsx
Fortis College-Cincinnati,Postsecondary,11499 Chester Road Ste 200,Cincinnati,OH,45246.0,2.736955,39.283312,-84.444969,EducationalInstitutions.xlsx
FRANKLIN HIGH,Public Elementary & Secondary,1 Wildcat Ln,Brookville,IN ,47012.0,2.3030999999999997,39.4287,-84.9988,EducationalInstitutions.xlsx
FRANKLIN MIDDLE SCHOOL,Public Elementary & Secondary,9092 Wildcat Ln,Brookville,IN ,47012.0,31.85955,39.428,-85.0005,EducationalInstitutions.xlsx
FRANKLIN HIGH SCHOOL,Public Elementary & Secondary,750 E 4th St,Franklin,OH ,45005.0,2.3030999999999997,39.5537,-84.2868,EducationalInstitutions.xlsx
FRANKLIN JUNIOR HIGH SCHOOL,Public Elementary & Secondary,136 E 6th St,Franklin,OH ,45005.0,31.85955,39.5554,-84.3018,EducationalInstitutions.xlsx
FRANKLIN MONROE ELEMENTARY SCHOOL,Public Elementary & Secondary,8591 Oakes Rd,Arcanum,OH ,45304.0,24.139899999999997,39.982877,-84.482359,EducationalInstitutions.xlsx
FRANKLIN MONROE HIGH SCHOOL,Public Elementary & Secondary,8591 Oakes Rd,Arcanum,OH ,45304.0,2.3030999999999997,39.9832,-84.4826,EducationalInstitutions.xlsx
FREDERICK DOUGLASS SCHOOL,Public Elementary & Secondary,2627 Park Ave,Cincinnati,OH ,45206.0,24.139899999999997,39.13,-84.4847,EducationalInstitutions.xlsx
FREEDOM ELEMENTARY SCHOOL,Public Elementary & Secondary,6035 Beckett Ridge Blvd,West Chester,OH ,45069.0,24.18255,39.3437,-84.4234,EducationalInstitutions.xlsx
FULTON ELEMENTARY SCHOOL,Public Elementary & Secondary,631 S Yellow Springs St,Springfield,OH ,45506.0,24.18255,39.9179,-83.8248,EducationalInstitutions.xlsx
Galen College of Nursing-Cincinnati,Postsecondary,100 E Business Way Ste 200,Cincinnati,OH,45241.0,,39.283693,-84.365946,EducationalInstitutions.xlsx
GARDEN MONTESSORI SCHOOL,Private Elementary & Secondary,1318 NAGEL RD,CINCINNATI,OH ,45255.0,0.0853,39.075228,-84.3291675,EducationalInstitutions.xlsx
GARFIELD MIDDLE SCHOOL,Public Elementary & Secondary,250 N Fair Ave,Hamilton,OH ,45011.0,32.0728,39.3952,-84.5412,EducationalInstitutions.xlsx
GEM CITY CAREER PREP HIGH SCHOOL,Public Elementary & Secondary,1721 N Main St,Dayton,OH ,45405.0,2.51635,39.778703,-84.205487,EducationalInstitutions.xlsx
GEORGE H GERKE ELEMENTARY SCHOOL,Public Elementary & Secondary,312 Sherman Dr,Franklin,OH ,45005.0,24.2252,39.5585,-84.2829,EducationalInstitutions.xlsx
GEORGE HAYS-JENNIE PORTER SCHOOL,Public Elementary & Secondary,1030 Cutter St,Cincinnati,OH ,45203.0,24.2252,39.1059,-84.5252,EducationalInstitutions.xlsx
GERMANTOWN CHRISTIAN SCHOOL,Private Elementary & Secondary,9440 EBY RD,GERMANTOWN,OH ,45327.0,2.1325,39.6080707974,-84.3654837794,EducationalInstitutions.xlsx
GILBERT A. DATER HIGH SCHOOL,Public Elementary & Secondary,2146 Ferguson Rd,Cincinnati,OH ,45238.0,2.60165,39.124424,-84.6003,EducationalInstitutions.xlsx
GINGERBREAD ACADEMY,Private Elementary & Secondary,4215 MALSBARY RD,BLUE ASH,OH ,45242.0,0.4265,39.2415754462,-84.3921609488,EducationalInstitutions.xlsx
GLENDALE ELEMENTARY SCHOOL,Public Elementary & Secondary,930 Congress Ave,Cincinnati,OH ,45246.0,16.676149999999996,39.2709,-84.4678,EducationalInstitutions.xlsx
GLOBAL IMPACT STEM ACADEMY,Public Elementary & Secondary,700 S Limestone St Ste B,Springfield,OH ,45505.0,2.68695,39.9162,-83.8082,EducationalInstitutions.xlsx
GLORIA DEI MONTESSORI SCHOOL,Private Elementary & Secondary,615 SHILOH DR,DAYTON,OH ,45415.0,2.51635,39.8220633086,-84.2268236966,EducationalInstitutions.xlsx
Gods Bible School and College,Postsecondary,1810 Young Street,Cincinnati,OH,45202.0,10.01325,39.1153,-84.505703,EducationalInstitutions.xlsx
Good Samaritan College of Nursing and Health Science,Postsecondary,375 Dixmyth Ave,Cincinnati,OH,45220.0,64.68559499999999,39.140348,-84.521196,EducationalInstitutions.xlsx
GOSHEN HIGH SCHOOL,Public Elementary & Secondary,6707 Goshen Rd,Goshen,OH ,45122.0,2.7296,39.2279,-84.1569,EducationalInstitutions.xlsx
GOSHEN MIDDLE SCHOOL,Public Elementary & Secondary,6692 Goshen Rd,Goshen,OH ,45122.0,32.456649999999996,39.2275,-84.1517,EducationalInstitutions.xlsx
GRAHAM ELEMENTARY SCHOOL,Public Elementary & Secondary,9464 US Highway 36,Saint Paris,OH ,43072.0,16.76145,40.126786,-83.939498,EducationalInstitutions.xlsx
GRAHAM HIGH SCHOOL,Public Elementary & Secondary,7800 Us Highway 36,Saint Paris,OH ,43072.0,2.7296,40.1221,-83.9091,EducationalInstitutions.xlsx
GRAHAM MIDDLE SCHOOL,Public Elementary & Secondary,9644 Us Highway 36,Saint Paris,OH ,43072.0,32.4993,40.1275,-83.9428,EducationalInstitutions.xlsx
GRANDVIEW ELEMENTARY SCHOOL,Public Elementary & Secondary,500 Grandview Avenue,Bellevue,KY ,41073.0,16.76145,39.102006,-84.475931,EducationalInstitutions.xlsx
Great Oaks Career Campuses,Postsecondary,303 Scarlet Oaks Dr.,Cincinnati,OH,45241.0,35.91419,39.289951,-84.413556,EducationalInstitutions.xlsx
GREATER OHIO VIRTUAL SCHOOL,Public Elementary & Secondary,1879 Deerfield Rd,Lebanon,OH ,45036.0,2.8149,39.4355,-84.2034,EducationalInstitutions.xlsx
GREENE CAREER CENTER,Public Elementary & Secondary,2960 W Enon Rd,Xenia,OH ,45385.0,2.85755,39.7694,-83.9464,EducationalInstitutions.xlsx
Greene Vocational School District,Postsecondary,532 Innovation Drive,Xenia,OH,45385.0,173.69651,39.65839,-83.9321,EducationalInstitutions.xlsx
GREENEVIEW ELEMENTARY SCHOOL,Public Elementary & Secondary,53 N Limestone St,Jamestown,OH ,45335.0,13.00825,39.6663,-83.7349,EducationalInstitutions.xlsx
GREENEVIEW HIGH SCHOOL,Public Elementary & Secondary,4710 Cottonville Rd,Jamestown,OH ,45335.0,2.85755,39.6572,-83.7587,EducationalInstitutions.xlsx
GREENEVIEW MIDDLE SCHOOL,Public Elementary & Secondary,4990 Cottonville Rd,Jamestown,OH ,45335.0,32.62725,39.65569,-83.74916,EducationalInstitutions.xlsx
GREENMONT ELEMENTARY SCHOOL,Public Elementary & Secondary,1 E Wren Cir,Kettering,OH ,45420.0,16.8041,39.7198,-84.1294,EducationalInstitutions.xlsx
GREENON HIGH SCHOOL,Public Elementary & Secondary,3950 S Tecumseh Rd,Springfield,OH ,45502.0,2.85755,39.8696,-83.8912,EducationalInstitutions.xlsx
GREENON JR. HIGH SCHOOL,Public Elementary & Secondary,3950 S Tecumseh Rd,Springfield,OH ,45502.0,32.6699,39.8691,-83.8917,EducationalInstitutions.xlsx
GREENVILLE ELEMENTARY SCHOOL,Public Elementary & Secondary,1111 N Ohio St,Greenville,OH ,45331.0,13.00825,40.115428,-84.614941,EducationalInstitutions.xlsx
GREENVILLE MIDDLE SCHOOL,Public Elementary & Secondary,1111 N Ohio St,Greenville,OH ,45331.0,32.6699,40.115428,-84.614941,EducationalInstitutions.xlsx
GREENVILLE SENIOR HIGH SCHOOL,Public Elementary & Secondary,100 Greenwave Way,Greenville,OH ,45331.0,2.85755,40.1147,-84.6327,EducationalInstitutions.xlsx
GUARDIAN ANGELS ELEMENTARY SCHOOL,Private Elementary & Secondary,6539 BEECHMONT AVE,CINCINNATI,OH ,45230.0,18.21155,39.0850732381,-84.3766777486,EducationalInstitutions.xlsx
GUIDING SHEPHERD CHRISTIAN SCHOOL,Private Elementary & Secondary,220 S MAIN ST,NEW CARLISLE,OH ,45344.0,0.9383,39.9353429234,-84.0251243738,EducationalInstitutions.xlsx
HADLEY E WATTS MIDDLE SCHOOL,Public Elementary & Secondary,7056 Mcewen Rd,Dayton,OH ,45459.0,32.79785,39.6428,-84.1855,EducationalInstitutions.xlsx
HAMILTON CNTY MATH & SCIENCE,Public Elementary & Secondary,2675 Civic Center Dr,Cincinnati,OH ,45231.0,32.8405,39.2772,-84.5708,EducationalInstitutions.xlsx
HAMILTON HIGH SCHOOL,Public Elementary & Secondary,1165 Eaton Ave,Hamilton,OH ,45013.0,2.9855,39.4252,-84.5793,EducationalInstitutions.xlsx
HAMILTON-MAINEVILLE ELEMENTARY SCHOOL,Public Elementary & Secondary,373 E Foster Maineville Rd,Maineville,OH ,45039.0,11.6861,39.314,-84.2133,EducationalInstitutions.xlsx
HAMPTON BENNETT EARLY CHILDHOOD CENTER,Public Elementary & Secondary,150 E 6th St,Franklin,OH ,45005.0,84.48965,39.5558,-84.303,EducationalInstitutions.xlsx
HARDIN HOUSTON ELEMENTARY SCHOOL,Public Elementary & Secondary,5300 Houston Rd,Houston,OH ,45333.0,24.3958,40.245716,-84.331228,EducationalInstitutions.xlsx
HARLAN-BUTLERVILLE ELEMENTARY SCHOOL,Public Elementary & Secondary,8276 State Route 132,Blanchester,OH ,45107.0,11.6861,39.3062,-84.0852,EducationalInstitutions.xlsx
HARMAN ELEMENTARY SCHOOL,Public Elementary & Secondary,735 Harman Ave,Dayton,OH ,45419.0,24.3958,39.7247,-84.1765,EducationalInstitutions.xlsx
HAROLD SCHNELL ELEMENTARY SCHOOL,Public Elementary & Secondary,5995 Student St,West Carrollton,OH ,45449.0,16.974700000000002,39.6677,-84.2304,EducationalInstitutions.xlsx
HARRISON ELEMENTARY SCHOOL,Public Elementary & Secondary,600 E Broadway St,Harrison,OH ,45030.0,16.974700000000002,39.260477,-84.811837,EducationalInstitutions.xlsx
HARRISON MIDDLE SCHOOL,Public Elementary & Secondary,9830 West Rd,Harrison,OH ,45030.0,32.96845,39.255211,-84.767705,EducationalInstitutions.xlsx
HARRY RUSSELL ELEMENTARY SCHOOL,Public Elementary & Secondary,123 Elementary Dr,West Carrollton,OH ,45449.0,16.974700000000002,39.6668,-84.2483,EducationalInstitutions.xlsx
HARTWELL SCHOOL,Public Elementary & Secondary,8320 Vine St,Cincinnati,OH ,45216.0,33.0111,39.213,-84.4734,EducationalInstitutions.xlsx
HAYWARD MIDDLE SCHOOL,Public Elementary & Secondary,1700 Clifton Ave,Springfield,OH ,45505.0,33.0964,39.9041,-83.8075,EducationalInstitutions.xlsx
HEAVEN'S TREASURES ACADEMY,Private Elementary & Secondary,3308 SPRINGDALE RD,CINCINNATI,OH ,45251.0,1.1942000000000002,39.254712136,-84.5885115703,EducationalInstitutions.xlsx
HELKE ELEMENTARY SCHOOL,Public Elementary & Secondary,611 Randler Ave,Vandalia,OH ,45377.0,24.43845,39.8837,-84.2156,EducationalInstitutions.xlsx
HERITAGE EARLY CHILDHOOD SCHOOL,Public Elementary & Secondary,5052 Hamilton Mason Rd,Liberty Twp,OH ,45011.0,11.6861,39.3745,-84.4526,EducationalInstitutions.xlsx
HERITAGE HILL ELEMENTARY SCHOOL,Public Elementary & Secondary,11961 Chesterdale Rd,Cincinnati,OH ,45246.0,17.102649999999997,39.2958,-84.4493,EducationalInstitutions.xlsx
HERMAN K ANKENEY MIDDLE SCHOOL,Public Elementary & Secondary,4085 Shakertown Rd,Beavercreek,OH ,45430.0,33.267,39.7123,-84.089,EducationalInstitutions.xlsx
HEYWOOD ELEMENTARY SCHOOL,Public Elementary & Secondary,260 S Ridge Ave,Troy,OH ,45373.0,24.4811,40.0403,-84.2184,EducationalInstitutions.xlsx
HIGHLAND ELEMENTARY SCHOOL,Public Elementary & Secondary,1125 Main St,Hamilton,OH ,45013.0,24.4811,39.4147,-84.5855,EducationalInstitutions.xlsx
HIGHLANDS HIGH SCHOOL,Public Elementary & Secondary,2400 Memorial Pkwy,Fort Thomas,KY ,41075.0,3.36935,39.084436,-84.450476,EducationalInstitutions.xlsx
HIGHLANDS MIDDLE SCHOOL,Public Elementary & Secondary,2350 Memorial Pkwy,Fort Thomas,KY ,41075.0,33.35229999999999,39.0851,-84.4506,EducationalInstitutions.xlsx
HIGHVIEW 6TH GRADE CENTER,Public Elementary & Secondary,106 S Highview Rd,Middletown,OH ,45044.0,24.4811,39.509774,-84.36588,EducationalInstitutions.xlsx
HILLEL ACADEMY OF GREATER DAYTON,Private Elementary & Secondary,305 SUGAR CAMP CIR,DAYTON,OH ,45409.0,1.23685,39.7305598971,-84.1869706829,EducationalInstitutions.xlsx
HILLSBORO CHRISTIAN ACADEMY,Private Elementary & Secondary,849 S HIGH ST,HILLSBORO,OH ,45133.0,6.0563,39.1898100034,-83.6177497755,EducationalInstitutions.xlsx
HILLSIDE CHRISTIAN ACADEMY,Private Elementary & Secondary,5554 MUDDY CREEK RD,CINCINNATI,OH ,45238.0,0.63975,39.1345981377,-84.6276663564,EducationalInstitutions.xlsx
HILLTOP ELEMENTARY SCHOOL,Public Elementary & Secondary,425 Oliver Rd,Wyoming,OH ,45215.0,13.09355,39.2318,-84.4841,EducationalInstitutions.xlsx
HINSHAW PARCHIAL SCHOOL AMISH,Private Elementary & Secondary,350 E HINSHAW RD,FOUNTAIN CITY,IN ,47341.0,1.23685,39.9698097473,-84.8950599799,EducationalInstitutions.xlsx
Hobart Institute of Welding Technology,Postsecondary,400 Trade Square East,Troy,OH,45373.0,76.1007,40.053024,-84.219809,EducationalInstitutions.xlsx
HOLLINGSWORTH EAST ELEMENTARY SCHOOL,Public Elementary & Secondary,506 Aukerman St,Eaton,OH ,45320.0,11.6861,39.7491,-84.6268,EducationalInstitutions.xlsx
HOLY ANGELS ELEMENTARY SCHOOL,Private Elementary & Secondary,223 L ST,DAYTON,OH ,45409.0,13.00825,39.7390468219,-84.1810335715,EducationalInstitutions.xlsx
HOLY ANGELS SCHOOL,Private Elementary & Secondary,120 E WATER ST,SIDNEY,OH ,45365.0,9.2124,40.2820414566,-84.1557824475,EducationalInstitutions.xlsx
HOOK ELEMENTARY SCHOOL,Public Elementary & Secondary,729 Trade Sq W,Troy,OH ,45373.0,17.27325,40.0561,-84.2214,EducationalInstitutions.xlsx
HOPEWELL EARLY CHILDHOOD SCHOOL,Public Elementary & Secondary,8300 Cox Rd,West Chester,OH ,45069.0,11.72875,39.3402,-84.3651,EducationalInstitutions.xlsx
HOPEWELL JUNIOR SCHOOL,Public Elementary & Secondary,8200 Cox Rd,West Chester,OH ,45069.0,33.6082,39.3429,-84.3645,EducationalInstitutions.xlsx
HORACE ELEMENTARY SCHOOL,Public Elementary & Secondary,715 Krebs Ave,Dayton,OH ,45419.0,27.551899999999996,39.726484,-84.157682,EducationalInstitutions.xlsx
HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,Public Elementary & Secondary,121 S Monmouth St,Dayton,OH ,45403.0,33.65085,39.7629,-84.1542,EducationalInstitutions.xlsx
HORIZON SCIENCE ACADEMY DAYTON HIGH SCHOOL,Public Elementary & Secondary,250 Shoup Mill Rd,Dayton,OH ,45415.0,3.5399499999999997,39.811543,-84.224367,EducationalInstitutions.xlsx
HORIZON SCIENCE ACADEMY-CINCINNATI,Public Elementary & Secondary,1055 Laidlaw Ave,Cincinnati,OH ,45237.0,33.65085,39.1774,-84.481,EducationalInstitutions.xlsx
HORIZON SCIENCE ACADEMY-DAYTON,Public Elementary & Secondary,4751 sue ann blvd,Dayton,OH ,45415.0,17.3159,39.811543,-84.224367,EducationalInstitutions.xlsx
HOUSTON HIGH SCHOOL,Public Elementary & Secondary,5300 Houston Rd,Houston,OH ,45333.0,3.5826,40.2459,-84.3326,EducationalInstitutions.xlsx
HUBER HEIGHTS CHRISTIAN ACADEMY,Private Elementary & Secondary,7730 TAYLORSVILLE RD,HUBER HEIGHTS,OH ,45424.0,0.5117999999999999,39.8604401837,-84.095286218,EducationalInstitutions.xlsx
HUGHES STEM HIGH SCHOOL,Public Elementary & Secondary,2515 Clifton Ave,Cincinnati,OH ,45219.0,3.62525,39.1286,-84.5217,EducationalInstitutions.xlsx
HUNTER ELEMENTARY SCHOOL,Public Elementary & Secondary,4418 State Route 122,Franklin,OH ,45005.0,24.60905,39.4936,-84.2863,EducationalInstitutions.xlsx
HYDE PARK SCHOOL,Public Elementary & Secondary,3401 Edwards Rd,Cincinnati,OH ,45208.0,24.60905,39.138,-84.4443,EducationalInstitutions.xlsx
IMMACULATE CONCEPTION ACADEMY,Private Elementary & Secondary,4510 FLORAL AVE,CINCINNATI,OH ,45212.0,6.35485,39.1576622695,-84.4496276588,EducationalInstitutions.xlsx
IMMACULATE CONCEPTION SCHOOL,Private Elementary & Secondary,2268 S SMITHVILLE RD,DAYTON,OH ,45420.0,9.937449999999998,39.7339791449,-84.1408061075,EducationalInstitutions.xlsx
IMMACULATE HEART OF MARY,Private Elementary & Secondary,7800 BEECHMONT AVE,CINCINNATI,OH ,45255.0,26.187099999999997,39.072729715,-84.3403063622,EducationalInstitutions.xlsx
IMMANUEL LUTHERAN SCHOOL,Private Elementary & Secondary,1285 MAIN ST,HAMILTON,OH ,45013.0,6.9093,39.4189175736,-84.588169182,EducationalInstitutions.xlsx
INCARNATION CATHOLIC SCHOOL,Private Elementary & Secondary,45 WILLIAMSBURG LN,CENTERVILLE,OH ,45459.0,37.9585,39.6377624503,-84.1606149081,EducationalInstitutions.xlsx
INDEPENDENCE ELEMENTARY SCHOOL,Public Elementary & Secondary,7480 Princeton Rd,Liberty Township,OH ,45044.0,24.60905,39.3941,-84.373,EducationalInstitutions.xlsx
INDIAN HILL ELEMENTARY SCHOOL,Public Elementary & Secondary,6100 Drake Rd,Cincinnati,OH ,45243.0,17.443849999999998,39.1766,-84.3448,EducationalInstitutions.xlsx
INDIAN HILL HIGH SCHOOL,Public Elementary & Secondary,6865 Drake Rd,Cincinnati,OH ,45243.0,3.71055,39.185894,-84.347216,EducationalInstitutions.xlsx
INDIAN HILL MIDDLE SCHOOL,Public Elementary & Secondary,6845 Drake Rd,Cincinnati,OH ,45243.0,33.949400000000004,39.184537,-84.34681,EducationalInstitutions.xlsx
INDIAN HILL PRIMARY ELEMENTARY SCHOOL,Public Elementary & Secondary,6207 Drake Rd,Cincinnati,OH ,45243.0,11.72875,39.178126,-84.346541,EducationalInstitutions.xlsx
INDIAN HILL SCHOOL,Private Elementary & Secondary,3127 JACKSONBURG RD,GREEN FORK,IN ,47345.0,1.1088999999999998,39.9102182551,-85.1080602996,EducationalInstitutions.xlsx
INDIAN LAKE ELEMENTARY SCHOOL,Public Elementary & Secondary,8770 Co Rd 91,Lewistown,OH ,43333.0,13.1362,40.433764,-83.901612,EducationalInstitutions.xlsx
INDIAN LAKE HIGH SCHOOL,Public Elementary & Secondary,6210 State Route 235 N,Lewistown,OH ,43333.0,3.71055,40.4372,-83.9048,EducationalInstitutions.xlsx
INDIAN LAKE MIDDLE SCHOOL,Public Elementary & Secondary,8920 Road 91,Lewistown,OH ,43333.0,33.949400000000004,40.4335,-83.9048,EducationalInstitutions.xlsx
